iter,total_num_steps,fps,entropy,value_loss,action_loss,mean_rew,median_rew,min_rew,max_rew
1,40000,3338,10.052488415057843,18.213239200298602,-0.027465154807111668,29.783770072,26.8276,-6.340017,95.996108
2,80000,3147,9.930812887045054,21.231784848677805,-0.03158634642822084,39.17697425600001,36.481691,7.30963,104.529098
3,120000,2869,9.807173914787096,26.049947100419264,-0.02756007463443287,49.604720128000004,44.320064,-2.527894,145.437357
4,160000,2760,9.691775072537936,29.97494131234976,-0.02467479798737585,69.767271808,64.666347,2.845967,154.084418
5,200000,2589,9.56968761346279,28.84538662739289,-0.024884676642324896,86.69982292799997,87.242189,22.800391,178.724389
6,240000,2490,9.446966107686361,28.108413872352013,-0.023894944972095964,103.36404348799998,100.694442,26.666379,223.912926
7,280000,2445,9.326740604791885,29.089669159131173,-0.021812360934116162,120.635036968,113.413179,26.480623,242.343422
8,320000,2376,9.208738067822578,30.970158496269814,-0.020625969452596156,135.803495024,128.509718,41.077089,284.006969
9,360000,2339,9.097982325920691,32.37251427968343,-0.020988272474343643,150.772740344,138.962757,38.951812,290.028538
10,400000,2309,8.99170590425149,35.93800109961094,-0.02013123843700249,174.42299367999996,169.650381,74.442536,298.313524
11,440000,2287,8.887352148691813,35.384054942008774,-0.018794555584787678,190.848900912,183.096333,66.321918,383.104802
12,480000,2275,8.778781881087866,36.14536219376784,-0.01827963246020469,192.638960352,191.107674,44.790506,350.544879
13,520000,2262,8.677410949804845,43.078389319395406,-0.017767122208412426,220.73350120799998,224.538564,90.451151,355.423518
14,560000,2236,8.581883865747697,41.81802687033629,-0.01839421656608092,238.66850487200003,238.853757,90.483367,484.317187
15,600000,2230,8.490078781812619,45.94221119513878,-0.01709944260490794,256.300565736,256.855206,107.047338,542.246389
16,640000,2231,8.397031211853028,45.1276940712562,-0.013806556178193811,258.91038339999994,250.884843,87.219281,635.648377
17,680000,2235,8.293903991503592,46.29198410327618,-0.01271922201845789,274.1212526319999,262.153619,116.288969,690.003397
18,720000,2236,8.201439710763784,47.32884306785388,-0.015586929178392986,307.129109008,293.65471,114.499471,1002.948565
19,760000,2240,8.121971113253862,52.101832115955844,-0.010575113119781376,344.19324764000004,306.983218,119.595824,869.664897
20,800000,2242,8.048736803348248,50.57985098912166,-0.010434835282294677,345.560491888,288.023122,119.792994,1105.027518
21,840000,2243,7.975553357295501,60.61028760274251,-0.014437756911838033,404.336857736,336.499752,123.458451,1168.585587
22,880000,2239,7.909102258926783,46.64586255000188,-0.008867738480022615,396.253609928,308.725739,145.551456,1305.550417
23,920000,2241,7.822706706707294,36.42365275651981,-0.008808553498042434,487.363252488,350.907839,152.675744,1383.188081
24,960000,2243,7.717672876211313,27.202182982518124,-0.008864509492428996,678.1228002959999,487.957664,152.675744,1418.403112
25,1000000,2249,7.6194088960305235,27.522052904275746,-0.010984760908748005,904.131133128,1206.777604,157.093252,1511.0387
26,1040000,2255,7.5218987953968535,24.75086101385263,-0.007278276919849957,961.2948399039999,1300.553905,157.093252,1511.0387
